Gender,Married,Dependents,Education,Self Employed,Property Area,Home Ownership,Loan Purpose,Age,Applicant Income($),Coapplicant Income($),Loan Amount($000),Loan Term(months),Credit History,Credit Score,Employment Years,Existing Loans,Loan Approved
Male,Yes,0,Not Graduate,No,Urban,Own,Education,26,6968,4118,248,180,1,740,2,1,1
Male,No,0,Graduate,Yes,Rural,Own,Home,38,10908,807,154,360,1,558,6,0,0
Male,No,1,Graduate,No,Urban,Rent,Education,48,6178,1023,118,240,0,619,24,0,0
Female,Yes,1,Graduate,No,Semiurban,Mortgage,Home,68,4675,1096,39,120,1,591,3,1,0
Female,No,2,Not Graduate,No,Urban,Mortgage,Debt Consolidation,32,2845,113,97,120,1,682,34,0,0
Male,Yes,0,Graduate,No,Urban,Mortgage,Home,43,3075,637,145,360,0,726,9,0,0
Female,Yes,2,Graduate,No,Semiurban,Mortgage,Education,28,5370,293,115,300,1,565,3,0,0
Male,Yes,1,Graduate,No,Urban,Rent,Car,59,4600,680,336,180,1,693,34,3,0
Male,No,3+,Not Graduate,No,Urban,Rent,Education,44,5247,0,165,360,1,787,8,3,1
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Car,32,6909,3646,128,180,1,695,28,0,1
Female,Yes,1,Graduate,No,Semiurban,Rent,Debt Consolidation,49,3699,2587,39,360,1,641,23,0,1
Female,Yes,2,Not Graduate,No,Rural,Rent,Business,55,6376,4021,118,360,1,780,7,1,1
Female,No,1,Graduate,No,Semiurban,Rent,Home,59,8102,876,106,180,1,797,20,1,1
Female,No,0,Not Graduate,No,Urban,Own,Personal,37,1200,0,139,300,1,695,34,1,0
Male,No,0,Graduate,No,Urban,Own,Education,34,5858,1155,279,360,1,665,34,0,1
Male,No,0,Not Graduate,No,Semiurban,Mortgage,Home,54,9134,553,193,120,1,710,20,1,1
Male,Yes,1,Not Graduate,No,Urban,Mortgage,Education,49,6495,1681,169,240,0,817,10,0,1
Female,No,1,Not Graduate,No,Urban,Rent,Home,31,3772,0,127,240,0,614,16,0,0
Female,No,1,Graduate,No,Rural,Own,Education,49,7000,1467,120,180,1,723,8,0,1
Female,Yes,2,Graduate,No,Semiurban,Rent,Car,50,4038,1358,168,360,0,813,0,0,1
Male,No,0,Graduate,No,Urban,Mortgage,Home,29,7699,664,187,180,1,781,10,0,1
Male,No,0,Graduate,Yes,Urban,Mortgage,Business,69,6625,145,191,300,1,507,26,0,0
Female,Yes,2,Not Graduate,No,Rural,Rent,Home,21,10362,1639,207,240,0,697,15,0,0
Female,No,2,Graduate,No,Semiurban,Mortgage,Personal,53,5132,571,209,360,1,753,4,0,1
Male,Yes,2,Graduate,No,Urban,Mortgage,Debt Consolidation,50,6558,1923,52,360,0,757,10,1,1
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Car,36,4518,4969,165,180,1,816,31,3,1
Male,No,3+,Not Graduate,Yes,Rural,Mortgage,Car,47,5681,0,228,120,0,590,14,3,0
Male,Yes,3+,Graduate,No,Urban,Rent,Home,35,3187,1255,110,360,1,657,7,0,1
Male,Yes,1,Graduate,No,Rural,Own,Education,67,8843,3668,88,360,0,729,24,2,1
Male,No,0,Graduate,No,Rural,Mortgage,Personal,42,6018,1244,21,240,1,715,33,2,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Home,50,5488,2366,81,360,0,850,0,0,1
Male,Yes,1,Graduate,Yes,Rural,Rent,Home,37,7768,2219,130,360,1,593,21,1,1
Male,Yes,0,Graduate,Yes,Urban,Mortgage,Personal,30,9387,0,224,180,1,783,21,0,1
Male,Yes,0,Graduate,Yes,Rural,Mortgage,Business,28,11310,0,43,360,1,727,32,0,1
Female,No,0,Graduate,Yes,Semiurban,Rent,Home,57,3206,684,227,180,0,663,14,0,0
Male,Yes,3+,Not Graduate,No,Urban,Rent,Home,67,7216,2151,151,360,1,712,18,0,1
Male,No,0,Graduate,No,Semiurban,Mortgage,Home,22,7890,0,41,180,0,721,18,1,0
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Home,27,5177,1682,191,120,1,530,22,1,0
Female,Yes,3+,Not Graduate,No,Urban,Rent,Education,55,3742,4480,192,360,1,695,27,1,1
Female,No,1,Not Graduate,No,Urban,Own,Home,31,8457,809,161,240,0,738,12,1,0
Male,No,0,Graduate,No,Semiurban,Own,Car,60,3033,327,175,360,1,776,21,2,1
Male,Yes,2,Graduate,Yes,Rural,Mortgage,Personal,58,6473,5762,197,360,0,705,12,0,1
Male,No,1,Graduate,No,Rural,Rent,Home,29,3594,1084,158,240,1,734,24,1,1
Female,No,0,Graduate,No,Urban,Mortgage,Personal,25,5529,1979,211,240,1,728,25,0,1
Female,No,1,Graduate,No,Urban,Own,Car,34,1378,1042,59,360,0,716,34,1,0
Male,Yes,0,Graduate,No,Rural,Rent,Car,27,2715,3373,171,180,0,698,22,0,0
Male,No,2,Graduate,Yes,Rural,Rent,Debt Consolidation,25,1200,0,172,360,1,711,28,1,0
Female,Yes,3+,Graduate,No,Semiurban,Mortgage,Business,66,12341,1558,222,360,1,760,31,0,1
Female,Yes,1,Not Graduate,No,Semiurban,Rent,Home,30,1664,4935,194,300,1,625,32,1,0
Male,No,3+,Graduate,No,Urban,Mortgage,Personal,48,7697,740,118,360,1,639,15,1,0
Male,Yes,0,Not Graduate,Yes,Urban,Own,Education,33,3432,1908,187,360,1,667,12,0,1
Male,No,2,Graduate,Yes,Urban,Mortgage,Personal,30,1200,835,87,360,1,663,7,0,1
Female,No,2,Not Graduate,No,Semiurban,Mortgage,Home,34,6087,890,81,360,1,622,14,1,0
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Car,33,12108,0,140,300,1,700,19,0,1
Female,No,3+,Graduate,No,Rural,Mortgage,Debt Consolidation,43,3372,0,76,360,1,711,1,0,1
Female,Yes,3+,Graduate,No,Rural,Rent,Education,50,10195,2111,128,120,0,813,12,2,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Education,67,10521,6421,192,240,1,626,10,1,1
Male,No,2,Not Graduate,No,Rural,Mortgage,Business,55,2606,65,210,180,1,668,17,1,0
Male,Yes,0,Graduate,No,Rural,Rent,Education,24,1200,4827,71,120,0,850,15,2,1
Female,Yes,0,Not Graduate,No,Urban,Own,Personal,29,3360,1859,20,360,1,614,3,1,0
Female,No,0,Not Graduate,No,Urban,Mortgage,Home,37,8233,0,78,360,1,736,2,0,1
Male,Yes,1,Graduate,No,Rural,Mortgage,Debt Consolidation,50,1200,471,121,360,0,586,6,1,0
Male,Yes,0,Graduate,No,Urban,Mortgage,Home,31,6686,0,306,360,1,711,20,0,1
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Education,48,5652,159,95,360,1,680,7,2,0
Female,Yes,3+,Not Graduate,No,Semiurban,Rent,Debt Consolidation,57,3689,1393,267,360,1,742,9,3,1
Female,Yes,1,Graduate,No,Urban,Mortgage,Business,22,4117,2013,198,300,1,674,6,1,1
Male,No,2,Graduate,No,Rural,Rent,Education,66,4927,430,142,360,1,747,12,3,1
Female,No,0,Graduate,No,Urban,Rent,Debt Consolidation,55,5632,1496,134,360,1,729,9,3,1
Female,Yes,0,Graduate,No,Semiurban,Rent,Home,42,9667,3363,228,180,0,850,10,0,1
Female,Yes,2,Graduate,No,Urban,Mortgage,Education,31,4320,563,106,360,1,620,21,1,1
Female,Yes,0,Not Graduate,No,Urban,Mortgage,Debt Consolidation,65,5149,2110,280,360,1,592,29,0,0
Female,No,1,Graduate,Yes,Urban,Rent,Business,36,7009,253,187,300,0,681,34,2,0
Female,Yes,3+,Graduate,No,Semiurban,Rent,Car,63,2825,3838,125,240,0,739,19,1,0
Female,No,0,Graduate,No,Urban,Own,Debt Consolidation,64,9575,590,157,360,0,757,8,0,1
Male,No,1,Not Graduate,No,Urban,Rent,Personal,38,3233,0,225,300,1,643,21,2,0
Male,Yes,1,Graduate,Yes,Urban,Rent,Debt Consolidation,22,6624,1187,271,360,1,842,20,1,1
Female,No,0,Graduate,No,Rural,Own,Business,26,4711,0,174,360,0,685,22,0,0
Female,Yes,2,Graduate,Yes,Urban,Rent,Home,51,5411,2045,114,300,1,559,9,0,0
Male,Yes,1,Graduate,No,Rural,Rent,Debt Consolidation,68,10598,1841,164,360,1,706,29,0,1
Male,Yes,0,Graduate,No,Rural,Rent,Personal,60,6080,4477,68,240,1,687,5,0,1
Female,Yes,0,Graduate,Yes,Urban,Mortgage,Education,60,3579,3131,199,300,1,669,3,1,0
Female,Yes,1,Graduate,Yes,Urban,Mortgage,Home,64,2982,4361,101,240,1,708,26,2,1
Female,Yes,1,Graduate,No,Rural,Rent,Debt Consolidation,56,8684,2855,114,360,0,714,17,1,0
Male,Yes,3+,Graduate,No,Urban,Mortgage,Business,31,6562,1713,211,120,1,619,24,1,0
Female,Yes,2,Not Graduate,No,Rural,Rent,Home,42,4080,1743,208,180,1,607,4,0,0
Female,No,0,Graduate,No,Rural,Rent,Education,38,8263,513,87,360,1,609,2,0,0
Male,No,3+,Not Graduate,No,Semiurban,Mortgage,Debt Consolidation,31,3260,753,164,240,1,850,15,1,1
Male,Yes,2,Graduate,No,Urban,Own,Business,45,3117,1716,153,360,1,671,11,0,1
Female,No,0,Graduate,No,Urban,Mortgage,Business,37,5019,1900,103,180,1,788,4,0,1
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Business,61,4614,98,163,360,1,790,8,1,1
Female,No,0,Graduate,No,Urban,Mortgage,Education,43,1200,725,146,240,1,658,21,0,0
Female,Yes,0,Graduate,No,Rural,Rent,Business,51,4056,646,129,360,1,734,33,2,1
Female,No,1,Graduate,No,Semiurban,Mortgage,Home,51,6853,0,210,300,1,744,8,2,1
Male,Yes,0,Not Graduate,Yes,Semiurban,Mortgage,Car,28,4396,0,55,360,1,619,11,1,0
Female,No,3+,Graduate,No,Semiurban,Mortgage,Debt Consolidation,26,5297,2231,118,300,0,625,1,1,0
Male,No,1,Graduate,Yes,Urban,Mortgage,Car,44,2733,0,105,360,1,745,28,1,1
Female,Yes,0,Graduate,Yes,Semiurban,Rent,Car,56,6130,1554,55,180,1,689,10,2,1
Male,No,3+,Graduate,No,Rural,Mortgage,Home,52,6671,1393,158,180,1,503,9,0,0
Female,No,1,Graduate,No,Semiurban,Mortgage,Debt Consolidation,56,9048,425,85,180,1,636,16,0,1
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Car,62,4557,3232,104,300,1,619,20,2,0
Male,Yes,0,Not Graduate,No,Urban,Rent,Business,69,4721,0,193,360,1,657,33,0,0
Male,No,1,Not Graduate,No,Semiurban,Rent,Car,59,7046,2150,36,360,1,564,9,2,0
Female,Yes,1,Graduate,No,Rural,Mortgage,Car,59,4998,32,185,360,1,697,12,3,1
Male,No,1,Graduate,Yes,Semiurban,Mortgage,Home,51,7036,885,247,240,1,712,28,2,1
Male,No,2,Graduate,No,Urban,Rent,Debt Consolidation,69,7298,0,168,360,1,678,33,2,1
Male,Yes,1,Graduate,No,Urban,Mortgage,Car,60,2617,3910,202,180,0,653,19,2,0
Female,No,2,Graduate,No,Rural,Own,Car,24,2494,0,330,360,1,631,6,1,0
Female,Yes,2,Graduate,No,Semiurban,Rent,Home,24,3888,4469,163,360,1,716,3,0,1
Male,No,1,Graduate,No,Urban,Mortgage,Business,66,1200,845,175,360,0,563,27,0,0
Female,Yes,0,Not Graduate,No,Semiurban,Rent,Home,67,10225,0,220,240,0,847,8,1,1
Male,Yes,1,Not Graduate,No,Urban,Rent,Business,60,2084,0,112,300,1,786,5,2,1
Male,No,0,Not Graduate,No,Rural,Mortgage,Education,58,8400,191,95,180,1,487,6,0,0
Male,Yes,1,Graduate,No,Semiurban,Rent,Business,48,2720,2210,145,240,1,819,12,0,1
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Home,53,8201,1545,126,240,1,717,29,0,1
Male,No,1,Graduate,No,Urban,Mortgage,Business,38,8478,786,61,180,1,713,25,0,1
Female,Yes,0,Graduate,No,Urban,Rent,Home,51,1200,3192,56,360,1,657,32,1,0
Male,No,1,Graduate,No,Semiurban,Rent,Debt Consolidation,28,5110,1913,50,240,1,747,21,3,1
Female,No,0,Graduate,No,Semiurban,Own,Personal,47,9844,192,110,180,1,652,29,2,1
Male,No,3+,Graduate,No,Semiurban,Own,Home,24,5665,0,70,120,1,626,32,0,0
Male,No,0,Not Graduate,No,Urban,Rent,Education,31,7748,1340,185,360,1,651,23,0,0
Male,Yes,2,Graduate,No,Rural,Own,Debt Consolidation,38,6078,2256,246,300,1,648,14,2,0
Female,Yes,1,Not Graduate,No,Rural,Own,Car,51,7711,1899,180,360,0,686,21,0,0
Female,Yes,0,Graduate,No,Semiurban,Rent,Home,41,8690,0,96,360,0,710,15,0,1
Male,No,2,Not Graduate,No,Semiurban,Mortgage,Education,41,4921,0,296,360,0,488,26,1,0
Male,No,3+,Not Graduate,No,Urban,Rent,Home,58,5412,910,105,180,1,731,7,1,1
Male,No,2,Graduate,No,Rural,Mortgage,Personal,57,4587,1401,116,360,0,676,4,1,0
Female,No,3+,Not Graduate,No,Urban,Rent,Debt Consolidation,33,2181,1298,127,300,1,749,5,1,1
Male,Yes,0,Graduate,No,Rural,Rent,Education,31,7226,110,213,360,1,705,31,1,1
Female,Yes,3+,Graduate,No,Semiurban,Mortgage,Debt Consolidation,34,5610,4119,89,180,1,518,24,0,0
Male,Yes,2,Graduate,No,Urban,Rent,Home,28,8675,2552,265,300,0,706,20,0,0
Male,Yes,2,Graduate,No,Urban,Rent,Debt Consolidation,30,10459,4091,20,360,1,648,29,0,1
Female,No,2,Graduate,Yes,Rural,Own,Car,66,4003,114,97,180,0,529,5,0,0
Male,No,2,Graduate,No,Semiurban,Mortgage,Debt Consolidation,67,4328,1065,209,360,0,635,21,0,0
Male,Yes,1,Graduate,No,Semiurban,Mortgage,Debt Consolidation,46,3791,0,317,180,1,590,30,0,0
Female,Yes,1,Graduate,No,Rural,Rent,Car,28,9170,0,256,360,1,741,4,0,1
Male,No,0,Not Graduate,No,Semiurban,Mortgage,Home,69,1828,788,189,360,1,805,20,1,1
Male,No,1,Not Graduate,No,Rural,Rent,Car,46,6293,896,90,300,1,716,8,0,1
Male,Yes,0,Graduate,Yes,Rural,Mortgage,Education,32,1538,3988,103,360,1,746,17,2,1
Male,No,2,Graduate,No,Rural,Mortgage,Debt Consolidation,38,9228,0,201,180,0,606,9,3,0
Female,Yes,1,Graduate,Yes,Urban,Rent,Business,39,7295,3617,202,180,1,743,8,2,1
Male,No,0,Graduate,No,Rural,Mortgage,Business,48,3758,321,118,240,1,647,24,1,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Business,38,10082,0,118,360,1,540,2,1,0
Female,No,0,Not Graduate,No,Semiurban,Rent,Car,21,3325,0,223,300,0,676,29,0,0
Female,Yes,1,Graduate,No,Rural,Rent,Business,34,5718,0,203,240,1,712,11,1,0
Female,Yes,0,Graduate,No,Urban,Rent,Car,63,1200,3628,174,360,1,785,26,0,1
Female,No,0,Graduate,No,Urban,Own,Personal,64,7030,2369,97,360,1,659,0,1,1
Female,Yes,0,Not Graduate,No,Semiurban,Own,Business,40,4477,0,177,360,0,597,20,1,0
Male,Yes,0,Graduate,No,Semiurban,Rent,Personal,59,4818,131,116,360,1,719,23,2,1
Male,Yes,0,Graduate,Yes,Semiurban,Rent,Home,33,2893,4441,145,360,1,682,16,2,1
Female,Yes,0,Graduate,Yes,Semiurban,Rent,Education,35,2533,2324,162,240,0,638,24,2,0
Male,Yes,2,Graduate,No,Rural,Mortgage,Home,36,3977,3214,188,300,1,707,25,3,1
Female,No,2,Graduate,No,Urban,Rent,Car,62,8750,0,20,240,0,778,34,1,1
Male,No,3+,Graduate,No,Urban,Own,Personal,68,6463,632,219,360,1,677,11,1,1
Female,No,0,Graduate,No,Urban,Rent,Car,67,3141,2146,214,360,1,850,1,1,1
Male,Yes,0,Graduate,No,Rural,Mortgage,Home,39,1200,3362,198,360,0,588,19,1,0
Female,Yes,0,Not Graduate,No,Urban,Rent,Debt Consolidation,55,10499,1726,173,300,1,701,24,0,1
Male,Yes,1,Not Graduate,No,Urban,Rent,Home,44,1200,1647,56,300,1,732,34,0,1
Male,No,0,Not Graduate,No,Rural,Rent,Education,62,8341,417,214,360,1,547,7,0,0
Female,Yes,0,Graduate,No,Semiurban,Rent,Education,63,6685,0,108,180,1,696,6,1,1
Female,Yes,1,Not Graduate,No,Urban,Own,Car,63,4883,1772,99,360,0,567,18,0,0
Female,No,0,Not Graduate,No,Rural,Mortgage,Home,69,3907,319,284,360,1,630,23,1,0
Female,Yes,1,Graduate,No,Urban,Mortgage,Car,32,7390,2388,166,300,1,622,8,0,1
Male,No,1,Graduate,No,Semiurban,Rent,Home,68,8244,1445,129,360,1,621,7,0,1
Female,Yes,2,Graduate,No,Urban,Rent,Home,31,8267,1712,113,180,1,850,2,0,1
Male,Yes,0,Not Graduate,No,Semiurban,Own,Home,27,8298,1529,159,120,0,668,0,1,0
Male,Yes,0,Graduate,No,Urban,Rent,Personal,58,1473,545,95,360,0,744,23,1,0
Male,No,1,Graduate,Yes,Rural,Mortgage,Home,48,3629,388,20,360,0,604,27,3,0
Male,No,0,Not Graduate,No,Semiurban,Own,Car,58,3754,1578,67,360,1,718,30,0,1
Female,Yes,0,Not Graduate,No,Urban,Mortgage,Business,50,5551,799,145,120,1,573,0,3,0
Female,Yes,1,Graduate,No,Rural,Rent,Home,41,6140,62,200,360,1,850,33,0,1
Male,No,0,Not Graduate,No,Rural,Rent,Education,59,8186,971,191,360,0,742,6,0,1
Female,No,0,Graduate,No,Semiurban,Rent,Education,51,5330,588,191,240,1,727,34,0,1
Male,Yes,1,Not Graduate,No,Semiurban,Rent,Personal,44,7435,765,84,360,1,656,23,1,1
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Home,46,4482,1173,161,360,1,710,12,1,1
Female,No,0,Graduate,No,Semiurban,Own,Home,44,10753,1745,193,120,1,842,24,0,1
Male,No,1,Graduate,No,Rural,Mortgage,Home,29,3749,626,195,360,1,673,11,0,1
Male,Yes,3+,Not Graduate,No,Urban,Rent,Education,38,3705,1130,108,360,1,715,30,2,1
Female,Yes,0,Graduate,No,Semiurban,Rent,Home,26,6098,4302,189,300,1,584,26,3,0
Male,Yes,2,Graduate,No,Rural,Rent,Business,56,8417,274,155,360,0,797,11,0,1
Male,Yes,0,Graduate,No,Rural,Own,Personal,55,3395,3269,122,360,1,703,7,0,1
Female,No,3+,Graduate,Yes,Urban,Rent,Education,53,4642,1483,71,360,1,727,33,2,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Car,35,4466,2826,129,120,1,606,3,0,1
Female,No,0,Graduate,Yes,Rural,Own,Education,69,2732,656,101,300,1,591,17,0,0
Female,Yes,3+,Not Graduate,Yes,Rural,Own,Car,57,3977,1928,75,300,1,658,16,1,1
Male,No,1,Graduate,No,Semiurban,Rent,Personal,49,3630,1407,122,180,1,741,5,1,1
Male,No,0,Graduate,No,Semiurban,Own,Car,51,8868,815,115,240,1,727,29,3,1
Male,No,2,Graduate,Yes,Urban,Rent,Personal,66,5838,792,302,360,1,706,0,1,1
Female,No,2,Graduate,No,Rural,Own,Debt Consolidation,21,4102,489,208,360,1,578,3,1,0
Male,Yes,1,Graduate,No,Rural,Rent,Car,68,10272,3699,101,360,1,588,8,0,1
Female,Yes,0,Graduate,Yes,Semiurban,Rent,Personal,44,10130,0,223,120,1,694,27,0,1
Male,Yes,0,Graduate,No,Rural,Mortgage,Personal,22,9890,18,176,300,1,474,19,1,0
Female,Yes,3+,Graduate,No,Rural,Mortgage,Business,38,4247,4836,51,360,1,617,33,1,1
Male,Yes,0,Graduate,No,Urban,Own,Personal,22,8098,1390,151,180,1,725,31,0,1
Male,No,0,Graduate,Yes,Urban,Rent,Education,50,10986,1216,162,240,1,824,25,0,1
Male,Yes,0,Graduate,No,Urban,Rent,Business,69,4389,2799,126,180,1,692,17,0,1
Female,No,0,Graduate,Yes,Rural,Mortgage,Car,52,4849,1766,20,120,1,765,31,1,1
Female,No,1,Graduate,No,Semiurban,Mortgage,Debt Consolidation,50,4276,868,20,360,1,759,25,0,1
Male,No,0,Not Graduate,No,Semiurban,Rent,Education,24,5977,408,197,360,1,630,23,0,1
Male,No,0,Not Graduate,No,Urban,Mortgage,Home,34,10152,0,151,360,1,839,11,3,1
Male,Yes,0,Graduate,No,Semiurban,Rent,Business,34,5579,0,97,360,0,743,26,0,0
Male,No,0,Graduate,No,Urban,Rent,Personal,42,3946,1254,220,120,1,708,27,1,0
Female,No,0,Graduate,No,Rural,Rent,Personal,60,5152,0,150,360,1,808,19,0,1
Female,Yes,0,Graduate,No,Semiurban,Rent,Home,42,8482,1713,62,240,1,775,29,0,1
Female,No,2,Graduate,No,Rural,Rent,Personal,28,1200,0,157,360,1,752,32,1,1
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Education,26,6410,4353,206,360,1,561,9,2,0
Male,No,0,Graduate,No,Urban,Mortgage,Personal,26,4815,759,20,180,1,722,11,0,1
Female,Yes,1,Graduate,Yes,Urban,Rent,Education,65,3713,2001,220,360,1,701,10,0,1
Male,Yes,2,Graduate,No,Urban,Mortgage,Car,32,1200,231,226,300,0,690,28,1,0
Female,No,1,Graduate,No,Semiurban,Own,Home,36,7005,1506,184,240,0,753,10,0,0
Male,Yes,3+,Graduate,No,Urban,Own,Car,45,4637,697,141,300,0,633,25,0,0
Male,Yes,0,Not Graduate,Yes,Semiurban,Mortgage,Business,47,6589,2460,164,360,1,771,0,2,1
Female,No,0,Graduate,No,Urban,Mortgage,Home,61,2466,0,80,240,1,680,14,2,0
Male,Yes,0,Graduate,No,Rural,Rent,Debt Consolidation,63,1200,293,84,360,1,750,29,0,1
Female,Yes,0,Graduate,No,Urban,Mortgage,Car,31,2221,1303,247,360,1,564,25,1,0
Male,No,3+,Not Graduate,No,Rural,Mortgage,Home,64,4817,0,107,120,1,708,30,1,1
Male,No,1,Graduate,No,Rural,Mortgage,Debt Consolidation,41,1200,87,117,240,0,520,18,2,0
Male,No,2,Graduate,No,Rural,Own,Home,30,5775,1703,196,240,1,803,5,0,1
Male,Yes,3+,Not Graduate,No,Semiurban,Mortgage,Home,46,9733,3526,20,180,1,710,2,1,1
Male,Yes,2,Not Graduate,Yes,Semiurban,Rent,Home,29,1200,2830,104,360,1,662,17,0,0
Male,Yes,0,Graduate,Yes,Semiurban,Own,Education,38,3552,3876,111,180,1,731,14,2,1
Female,Yes,2,Not Graduate,No,Rural,Own,Car,27,4947,3038,148,120,1,681,22,3,0
Female,No,0,Graduate,No,Rural,Rent,Personal,57,4895,0,186,240,1,591,28,0,0
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Education,32,8807,7751,140,360,1,671,27,0,1
Male,Yes,1,Graduate,No,Rural,Own,Car,66,4289,1006,147,180,1,649,13,0,0
Male,Yes,3+,Graduate,No,Rural,Mortgage,Business,36,4637,1378,43,240,0,618,16,0,0
Female,No,2,Not Graduate,Yes,Urban,Own,Debt Consolidation,28,4445,277,20,360,1,637,20,1,0
Female,No,0,Graduate,No,Semiurban,Rent,Personal,56,6650,1070,127,360,1,664,31,1,1
Male,No,2,Graduate,No,Urban,Own,Home,45,9677,0,83,360,1,771,3,0,1
Male,Yes,1,Graduate,No,Semiurban,Mortgage,Personal,28,5405,1211,126,360,1,779,15,1,1
Male,Yes,1,Graduate,No,Rural,Rent,Car,39,9382,2089,176,360,1,731,28,1,1
Male,No,0,Not Graduate,No,Semiurban,Rent,Car,31,5646,148,53,180,1,804,4,1,1
Male,No,0,Not Graduate,No,Urban,Mortgage,Education,54,2114,369,242,300,0,825,12,1,0
Female,No,0,Graduate,No,Rural,Rent,Personal,39,8294,1819,185,180,1,850,34,1,1
Male,Yes,2,Graduate,No,Urban,Rent,Education,25,5341,3323,134,360,0,604,20,2,0
Male,Yes,3+,Graduate,No,Semiurban,Rent,Business,22,9118,2221,169,360,1,759,13,0,1
Male,No,0,Not Graduate,No,Urban,Rent,Home,68,7544,0,103,360,1,756,6,2,1
Female,Yes,0,Graduate,No,Rural,Rent,Car,33,7824,2381,102,360,1,720,1,0,1
Male,No,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,61,3416,0,20,300,1,641,11,1,0
Male,Yes,2,Graduate,No,Rural,Mortgage,Education,43,2899,3003,20,180,1,760,34,0,1
Male,Yes,1,Not Graduate,No,Semiurban,Mortgage,Personal,54,5296,3884,139,180,1,847,1,0,1
Female,No,1,Graduate,No,Urban,Mortgage,Home,48,1871,1569,26,120,1,825,23,0,1
Male,Yes,0,Not Graduate,No,Urban,Rent,Home,41,2588,0,194,180,1,818,3,3,1
Female,Yes,0,Graduate,No,Semiurban,Own,Home,52,3447,2660,127,240,1,701,28,0,1
Male,Yes,3+,Graduate,No,Rural,Own,Business,26,2211,1300,105,120,1,493,32,1,0
Male,Yes,1,Graduate,No,Semiurban,Own,Home,40,5118,2256,95,360,1,696,14,0,1
Female,Yes,0,Not Graduate,No,Urban,Rent,Business,26,5455,3043,20,240,1,645,2,0,1
Female,No,0,Not Graduate,Yes,Semiurban,Own,Car,48,4030,0,178,360,1,850,16,1,1
Male,Yes,0,Not Graduate,No,Semiurban,Mortgage,Home,47,2154,3293,182,360,1,702,12,1,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Business,63,3237,3021,58,180,1,668,4,3,0
Male,No,0,Not Graduate,Yes,Rural,Own,Education,21,5991,0,180,120,1,698,16,1,0
Male,Yes,2,Graduate,No,Semiurban,Rent,Debt Consolidation,56,4754,1513,51,360,1,740,9,1,1
Female,Yes,0,Graduate,No,Rural,Mortgage,Personal,53,5661,3955,35,180,0,688,24,1,1
Female,No,0,Graduate,No,Semiurban,Rent,Car,49,3071,613,236,360,0,691,9,3,0
Male,Yes,1,Not Graduate,No,Urban,Rent,Home,64,6481,2144,20,360,1,782,22,0,1
Female,No,0,Graduate,No,Urban,Own,Business,59,7425,985,20,300,1,549,6,1,0
Male,Yes,1,Graduate,No,Rural,Mortgage,Car,37,1996,1451,86,360,1,749,0,1,1
Male,Yes,2,Graduate,No,Urban,Mortgage,Home,35,4206,3610,181,360,0,656,5,1,0
Female,No,0,Not Graduate,No,Urban,Rent,Business,56,1200,268,115,300,1,788,31,0,1
Male,Yes,2,Graduate,No,Rural,Own,Business,67,7533,1759,217,360,1,683,26,2,1
Female,No,0,Graduate,No,Semiurban,Mortgage,Car,36,11179,561,230,240,1,633,17,1,1
Female,Yes,0,Graduate,Yes,Urban,Rent,Personal,54,7744,2895,139,300,1,712,15,1,1
Female,Yes,0,Graduate,Yes,Rural,Rent,Home,30,5013,3295,109,180,0,641,17,2,0
Male,No,1,Graduate,Yes,Urban,Rent,Personal,53,5806,1485,206,360,1,814,3,0,1
Female,Yes,0,Not Graduate,No,Rural,Mortgage,Home,34,6880,2684,221,240,1,722,30,1,1
Female,No,2,Not Graduate,Yes,Urban,Rent,Business,59,2110,0,58,240,1,604,24,0,0
Female,Yes,0,Graduate,No,Semiurban,Rent,Education,55,5538,3849,213,300,1,637,15,0,1
Male,Yes,1,Graduate,No,Rural,Rent,Home,21,5333,612,111,120,1,682,26,0,0
Male,Yes,0,Graduate,No,Urban,Rent,Home,57,4811,904,137,360,1,679,20,1,1
Male,No,0,Not Graduate,No,Rural,Mortgage,Personal,27,4289,2119,212,240,1,710,2,0,1
Male,Yes,1,Not Graduate,No,Semiurban,Own,Personal,32,5624,2241,89,360,1,570,9,3,0
Male,Yes,0,Graduate,No,Rural,Own,Car,49,2775,1353,222,120,1,850,18,0,1
Female,Yes,0,Not Graduate,No,Urban,Own,Business,49,3434,1682,59,360,1,648,31,0,1
Female,Yes,1,Graduate,No,Rural,Mortgage,Personal,50,6111,3483,148,240,1,622,28,2,1
